model_id,field_offset,field_width,field_class,rows_tested,repeat_stability,whisper_group_signal,message_length_signal,local_control_signal,negative_control_stability,score,confidence,reason
fm03610,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03610,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03611,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03614,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03615,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03218,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03219,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.505,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
